dataset,rows,cols,nnz,cusparse_kernel_ms,cusparse_e2e_ms,cusparse_gflops,preprocess_adj_ms,preprocess_iter_ms,preprocess_max_ms,mp_adj_ms,mp_adj_gflops,mp_iter_ms,mp_iter_gflops,mp_max_ms,mp_max_gflops,mp_best_strategy,mp_best_ms,mp_best_gflops,mp_e2e_ms,speedup_kernel
lowThrust_11,18368,18368,213598,0.07245,3.14409,754.710,15.1,29.212,NA,1.12552,307.789734,1.02480,305.905389,NA,NA,iter,1.02480,305.905389,30.23680,0.071
lowThrust_13,18476,18476,214634,0.07410,3.46934,741.549,15.589,25.747,NA,1.14731,303.971718,1.05798,298.015839,NA,NA,iter,1.05798,298.015839,26.80498,0.070
lowThrust_4,13562,13562,153414,0.05399,2.44221,727.494,10.071,15.736,NA,0.79704,319.975335,0.78832,293.546699,NA,NA,iter,0.78832,293.546699,16.52432,0.068
lowThrust_6,16928,16928,197946,0.07217,3.24022,702.135,12.821,22.313,NA,1.06242,300.840460,1.05120,274.812969,NA,NA,iter,1.05120,274.812969,23.36420,0.069
lowThrust_8,17702,17702,206612,0.07555,4.26261,700.095,13.207,23.306,NA,1.11841,298.904968,1.05456,286.428949,NA,NA,iter,1.05456,286.428949,24.36056,0.072
lp1,534388,534388,1109032,1.18137,89.41268,240.325,125.136,22290.4,NA,38.59892,84.293362,38.60484,83.981661,NA,NA,adj,38.59892,84.293362,163.73492,0.031
lp_ken_18,105127,154699,358171,0.28273,21.11135,324.312,35.502,36.902,NA,0.55337,1489.622506,0.56549,1452.064283,NA,NA,adj,0.55337,1489.622506,36.05537,0.511
lpl3,10828,33686,100525,0.07870,5.65836,326.996,7.179,7.192,NA,0.39578,470.271686,0.38279,481.771986,NA,NA,iter,0.38279,481.771986,7.57479,0.206
lp_nug20,15240,72600,304800,0.18637,13.16627,418.681,27.541,28.99,NA,0.05132,12611.013619,0.04809,13012.606746,NA,NA,iter,0.04809,13012.606746,29.03809,3.875
lp_osa_60,10280,243246,1408073,0.86702,25.28104,415.754,149.042,14478.4,NA,32.52963,105.665650,29.12203,84.986086,NA,NA,iter,29.12203,84.986086,14507.52203,0.030
lp_pds_20,33874,108175,232647,0.17875,18.31842,333.191,24.169,25.687,NA,0.07459,7337.067495,0.07344,6843.948566,NA,NA,iter,0.07344,6843.948566,25.76044,2.434
luxembourg_osm,114599,114599,239332,0.23257,19.56561,263.442,16.259,17.726,NA,0.09384,5022.435656,0.09486,4967.875776,NA,NA,adj,0.09384,5022.435656,16.35284,2.478
m133-b3,200200,200200,800800,0.48638,31.79736,421.494,90.051,71.2,NA,0.18678,7725.789817,0.19014,7589.315022,NA,NA,adj,0.18678,7725.789817,90.23778,2.604
m14b,214765,214765,3358036,1.50571,41.48217,570.931,335.214,281.344,NA,0.43452,12493.001049,0.42031,12636.748700,NA,NA,iter,0.42031,12636.748700,281.76431,3.582
ma2010,157508,157508,776610,0.50356,28.05927,394.812,94.314,92.231,NA,0.16515,9800.992141,0.16812,9547.764251,NA,NA,adj,0.16515,9800.992141,94.47915,3.049
majorbasis,160000,160000,1750416,0.60617,29.17755,739.246,98.647,93.509,NA,0.20900,11083.508402,0.19839,9893.011299,NA,NA,iter,0.19839,9893.011299,93.70739,3.055
Maragal_7,46845,26564,1200537,0.36655,8.75667,838.458,92.806,551.114,NA,1.73347,1311.367871,1.17623,1572.726435,NA,NA,iter,1.17623,1572.726435,552.29023,0.312
Maragal_8,33212,75077,1308415,0.36702,16.99103,912.627,105.391,211.163,NA,1.20310,2103.872652,0.85228,2323.239113,NA,NA,iter,0.85228,2323.239113,212.01528,0.431
mario002,389874,389874,1867114,1.13649,77.91277,420.575,175.658,179.89,NA,0.43772,7729.752493,0.43334,7777.909854,NA,NA,iter,0.43334,7777.909854,180.32334,2.623
mark3jac040sc,18289,18289,113435,0.06326,3.30597,459.028,7.443,8.531,NA,0.02839,6162.193541,0.02679,6271.559882,NA,NA,iter,0.02679,6271.559882,8.55779,2.361
mark3jac060sc,27449,27449,170695,0.09124,5.06649,478.942,14.246,12.66,NA,0.03805,6924.039444,0.03621,6996.380256,NA,NA,iter,0.03621,6996.380256,12.69621,2.520
mark3jac080,36609,36609,227955,0.11665,6.53092,500.252,16.665,16.821,NA,0.04690,7499.039384,0.04456,7589.705749,NA,NA,iter,0.04456,7589.705749,16.86556,2.618
mark3jac100,45769,45769,285215,0.14057,8.20775,519.420,20.856,21.657,NA,0.05476,8038.892729,0.05292,8003.715526,NA,NA,iter,0.05292,8003.715526,21.70992,2.656
mark3jac120,54929,54929,342475,0.15892,10.06274,551.672,27.841,28.043,NA,0.06414,8239.080197,0.06185,8220.927301,NA,NA,iter,0.06185,8220.927301,28.10485,2.569
mark3jac140,64089,64089,399735,0.18522,11.77913,552.486,34.017,30.341,NA,0.07195,8576.145807,0.06998,8485.104037,NA,NA,iter,0.06998,8485.104037,30.41098,2.647
mark3jac140sc,64089,64089,399735,0.18469,11.49299,554.079,34.671,30.381,NA,0.07100,8689.933436,0.06885,8623.914366,NA,NA,iter,0.06885,8623.914366,30.44985,2.682
matrix-new_3,125329,125329,2678750,0.50635,41.17203,1354.327,100.982,106.788,NA,3.48619,618.263009,2.61868,726.078277,NA,NA,iter,2.61868,726.078277,109.40668,0.193
md2010,145247,145247,700378,0.45588,26.55848,393.294,80.684,81.76,NA,0.14449,10264.946939,0.14774,9943.776015,NA,NA,adj,0.14449,10264.946939,80.82849,3.155
me2010,69518,69518,335476,0.20834,12.92570,412.225,37.733,42.331,NA,0.08155,8435.559908,0.08172,8331.227832,NA,NA,adj,0.08155,8435.559908,37.81455,2.555
memplus,17758,17758,126150,0.06865,3.66525,470.428,7.164,7.917,NA,0.14438,1147.007071,0.12149,1239.919083,NA,NA,iter,0.12149,1239.919083,8.03849,0.565
minsurfo,40806,40806,162816,0.11743,7.57960,354.947,15.225,13.273,NA,0.04575,9077.887140,0.04282,7785.748113,NA,NA,iter,0.04282,7785.748113,13.31582,2.742
mixtank_new,29957,29957,1995041,0.32891,7.76374,1552.803,109.005,107.144,NA,0.11708,15779.744641,0.09806,16265.663696,NA,NA,iter,0.09806,16265.663696,107.24206,3.354
mk12-b3,51975,13860,207900,0.08582,6.20333,620.199,16.686,16.251,NA,0.05018,6533.877474,0.05010,6544.395604,NA,NA,iter,0.05010,6544.395604,16.30110,1.713
mk13-b5,135135,270270,810810,0.47178,35.88902,439.969,68.461,76.325,NA,0.16617,8768.252564,0.16595,8777.193632,NA,NA,iter,0.16595,8777.193632,76.49095,2.843
ML_Laplace,377002,377002,27689972,2.95164,181.70840,2401.592,584.193,542.798,NA,0.65827,18844.080330,0.55052,17610.118653,NA,NA,iter,0.55052,17610.118653,543.34852,5.362
mo2010,343565,343565,1656568,1.03049,58.81431,411.533,191.543,190.319,NA,0.33819,10171.380549,0.33303,10264.067283,NA,NA,iter,0.33303,10264.067283,190.65203,3.094
mod2,34774,66409,199810,0.12650,9.61647,404.343,14.791,15.16,NA,0.19919,1902.200284,0.19831,1881.565645,NA,NA,iter,0.19831,1881.565645,15.35831,0.638
mouse_gene,45101,45101,28922190,6.79166,65.78575,1090.173,2457.34,3887.22,NA,2.51312,19114.315481,2.13033,18290.528832,NA,NA,iter,2.13033,18290.528832,3889.35033,3.188
mri2,63240,147456,569160,0.17168,19.72287,848.682,35.104,26.602,NA,0.07817,9911.448884,0.06728,7138.046913,NA,NA,iter,0.06728,7138.046913,26.66928,2.552
msc10848,10848,10848,1218930,0.14500,3.83942,2152.066,32.914,33.482,NA,0.15569,4098.289846,0.11698,4226.050281,NA,NA,iter,0.11698,4226.050281,33.59898,1.240
msc23052,23052,23052,1131762,0.15909,4.83693,1821.193,31.847,26.754,NA,0.07178,8172.553697,0.05663,8361.663352,NA,NA,iter,0.05663,8361.663352,26.81063,2.809
mt2010,132288,132288,638668,0.41558,22.92321,393.423,72.67,73.329,NA,0.13130,10225.424804,0.13279,9988.648963,NA,NA,adj,0.13130,10225.424804,72.80130,3.165
mult_dcop_02,25187,25187,193276,0.10949,4.90225,451.917,17.378,167.675,NA,3.37588,117.730134,3.36222,114.349066,NA,NA,iter,3.36222,114.349066,171.03722,0.033
n4c6-b10,132402,186558,1456422,0.73443,41.69439,507.662,145.855,125.404,NA,0.20247,13095.683531,0.21191,12493.669272,NA,NA,adj,0.20247,13095.683531,146.05747,3.627
n4c6-b11,69235,132402,830820,0.41273,19.08297,515.321,71.802,71.957,NA,0.12003,12700.630949,0.12526,12138.129488,NA,NA,adj,0.12003,12700.630949,71.92203,3.439
n4c6-b5,51813,20058,310878,0.13226,7.43548,601.751,23.808,26.075,NA,0.05874,8925.523161,0.05890,8897.913728,NA,NA,adj,0.05874,8925.523161,23.86674,2.252
n4c6-b7,163215,104115,1305720,0.59302,25.44305,563.666,95.469,100.452,NA,0.19380,11835.231817,0.20267,11309.943508,NA,NA,adj,0.19380,11835.231817,95.66280,3.060
n4c6-b8,198895,163215,1790055,0.85897,32.47874,533.494,144.571,148.229,NA,0.25482,12507.448608,0.26687,11938.791862,NA,NA,adj,0.25482,12507.448608,144.82582,3.371
NACA0015,1039183,1039183,6229636,3.66766,211.43210,434.824,639.88,574.363,NA,1.42258,7911.364336,1.42035,7914.085985,NA,NA,iter,1.42035,7914.085985,575.78335,2.582
nc2010,288987,288987,1416620,0.88610,48.90469,409.269,143.834,170.511,NA,0.29219,10126.798737,0.28727,10218.464095,NA,NA,iter,0.28727,10218.464095,170.79827,3.085
ncvxqp3,75000,75000,449964,0.30437,14.13453,378.452,49.282,49.401,NA,0.10031,10711.310645,0.10035,10706.938649,NA,NA,adj,0.10031,10711.310645,49.38231,3.034
ncvxqp5,62500,62500,374966,0.25334,11.69663,378.907,41.639,41.786,NA,0.09077,10148.735959,0.09075,10151.026903,NA,NA,iter,0.09075,10151.026903,41.87675,2.792
nd12k,36000,36000,14184946,1.19808,29.80744,3030.972,277.139,377.404,NA,0.34417,16938.101147,0.26591,16656.561735,NA,NA,iter,0.26591,16656.561735,377.66991,4.506
nd24k,72000,72000,28643634,2.47691,60.36829,2960.451,555.335,760.606,NA,0.60930,19341.063564,0.48347,18468.142113,NA,NA,iter,0.48347,18468.142113,761.08947,5.123
ne2010,193352,193352,913854,0.57500,36.73982,406.864,93.262,95.398,NA,0.18500,10173.895607,0.18928,9888.428074,NA,NA,adj,0.18500,10173.895607,93.44700,3.108
neos,479119,515905,1526794,0.94910,88.77524,411.819,105.812,109.687,NA,0.40436,6734.278950,0.40489,6724.613006,NA,NA,adj,0.40436,6734.278950,106.21636,2.347
neos2,132568,134128,685087,0.26615,22.87638,658.948,46.258,41.772,NA,0.11719,8837.469728,0.12079,8570.226895,NA,NA,adj,0.11719,8837.469728,46.37519,2.271
net100,29920,29920,2003280,0.35731,9.36436,1435.261,125.597,123.202,NA,0.34509,8285.625991,0.21271,11462.660847,NA,NA,iter,0.21271,11462.660847,123.41471,1.680
net150,43520,43520,3077680,0.62898,12.44918,1252.637,205.136,224.749,NA,0.57914,7838.013118,0.38996,9574.959332,NA,NA,iter,0.38996,9574.959332,225.13896,1.613
net4-1,88343,88343,2353384,0.57131,17.95243,1054.535,188.074,187.957,NA,2.83273,1457.174421,2.35670,1707.910588,NA,NA,iter,2.35670,1707.910588,190.31370,0.242
net75,23120,23120,1466080,0.27034,6.14613,1388.333,99.181,101.697,NA,0.26612,8164.999383,0.16222,11049.917924,NA,NA,iter,0.16222,11049.917924,101.85922,1.667
nh2010,48837,48837,234550,0.15530,9.15736,386.638,26.457,24.306,NA,0.05542,8742.054319,0.05489,8747.462955,NA,NA,iter,0.05489,8747.462955,24.36089,2.829
nj2010,169588,169588,829912,0.52871,38.80580,401.840,94.042,95.687,NA,0.16714,10186.594810,0.17109,9882.691144,NA,NA,adj,0.16714,10186.594810,94.20914,3.163
nlpkkt80,1062400,1062400,27642272,4.81913,198.27354,1468.403,1895.82,1287.45,NA,1.89426,15627.907374,1.50311,16696.994184,NA,NA,iter,1.50311,16696.994184,1288.95311,3.206
nm2010,168609,168609,830970,0.54016,38.77898,393.827,96.689,122.147,NA,0.17273,10124.732712,0.17598,9844.478590,NA,NA,adj,0.17273,10124.732712,96.86173,3.127
NotreDame_actors,392400,127823,1470404,1.06709,93.67122,352.758,178.62,176.739,NA,0.46682,6973.203229,0.43708,6923.962143,NA,NA,iter,0.43708,6923.962143,177.17608,2.441
NotreDame_www,325729,325729,929849,0.60944,70.08478,390.588,63.561,67.846,NA,0.21287,6416.952118,0.20208,6280.976743,NA,NA,iter,0.20208,6280.976743,68.04808,3.016
nsct,23003,37563,697738,0.18229,7.84939,979.883,31.954,35.37,NA,0.21174,3260.044409,0.15897,3924.967810,NA,NA,iter,0.15897,3924.967810,35.52897,1.147
nv2010,84538,84538,416998,0.27554,18.55967,387.429,47.893,49.142,NA,0.09101,9619.442279,0.09265,9336.162711,NA,NA,adj,0.09101,9619.442279,47.98401,3.028
obstclae,40000,40000,157608,0.11553,8.83908,349.247,14.552,12.685,NA,0.04389,9054.969585,0.04092,7730.930622,NA,NA,iter,0.04092,7730.930622,12.72592,2.823
offshore,259789,259789,3982884,1.13709,52.73265,896.690,529.021,476.838,NA,0.43309,15248.158368,0.41460,15774.115414,NA,NA,iter,0.41460,15774.115414,477.25260,2.743
ohne2,181343,181343,11063545,1.99385,46.35377,1420.501,517.464,498.169,NA,1.36946,7437.937459,0.84421,9509.871124,NA,NA,iter,0.84421,9509.871124,499.01321,2.362
ok2010,269118,269118,1274148,0.81701,46.48273,399.239,130.06,152.479,NA,0.25766,10493.029084,0.26165,10269.955761,NA,NA,adj,0.25766,10493.029084,130.31766,3.171
olesnik0,88263,88263,683186,0.27773,16.77523,629.741,49.187,52.818,NA,0.09839,10019.317668,0.09443,9451.138678,NA,NA,iter,0.09443,9451.138678,52.91243,2.941
onera_dual,85567,85567,333634,0.21074,15.80424,405.295,36.027,35.88,NA,0.08475,7229.773110,0.08331,6776.401552,NA,NA,iter,0.08331,6776.401552,35.96331,2.530
onetone2,36057,36057,227628,0.10881,8.06453,535.567,15.655,14.699,NA,0.03805,7775.242426,0.03699,7619.047557,NA,NA,iter,0.03699,7619.047557,14.73599,2.942
OPF_3754,15435,15435,142838,0.04231,2.88442,864.244,7.436,6.451,NA,0.02945,5743.532658,0.02910,4417.171026,NA,NA,iter,0.02910,4417.171026,6.48010,1.454
opt1,15449,15449,1915206,0.21094,5.26125,2324.279,38.539,46.562,NA,0.05634,15405.598005,0.04622,15873.815105,NA,NA,iter,0.04622,15873.815105,46.60822,4.564
or2010,196621,196621,979512,0.62669,52.19669,400.129,99.424,100.783,NA,0.19548,10590.340193,0.19915,10292.652502,NA,NA,adj,0.19548,10590.340193,99.61948,3.206
p2p-Gnutella31,62586,62586,147892,0.13652,11.51427,277.325,18.376,18.3,NA,0.06648,6176.709727,0.06498,6046.517593,NA,NA,iter,0.06498,6046.517593,18.36498,2.101
packing-500x100x100-b050,2145852,2145852,34976486,8.86981,426.35068,1009.490,3072.35,2680.98,NA,2.82952,16281.933375,2.58040,15783.917750,NA,NA,iter,2.58040,15783.917750,2683.56040,3.437
para-10,155924,155924,5416358,1.36026,33.56539,1019.356,376.543,425.967,NA,1.70441,3947.479655,1.26697,4931.462578,NA,NA,iter,1.26697,4931.462578,427.23397,1.074
para-5,155924,155924,5416358,1.36466,33.52687,1016.065,352.706,353.003,NA,1.70430,3947.722809,1.34346,4650.689492,NA,NA,iter,1.34346,4650.689492,354.34646,1.016
para-7,155924,155924,5416358,1.31035,33.41647,1058.180,354.326,357.384,NA,1.60319,4196.696503,1.26179,4951.713132,NA,NA,iter,1.26179,4951.713132,358.64579,1.038
para-9,155924,155924,5416358,1.36241,33.23346,1017.745,356.511,394.814,NA,1.60749,4185.471850,1.34392,4649.121222,NA,NA,iter,1.34392,4649.121222,396.15792,1.014
parabolic_fem,525825,525825,3148800,1.85100,120.83260,435.490,275.457,275.6,NA,0.68704,8944.222747,0.68395,8984.419643,NA,NA,iter,0.68395,8984.419643,276.28395,2.706
patents_main,240547,240547,560943,0.51765,43.76175,277.409,69.663,70.113,NA,0.20836,6583.369564,0.20775,6456.782372,NA,NA,iter,0.20775,6456.782372,70.32075,2.492
pcrystk02,13965,13965,954618,0.07574,3.63926,3226.805,24.383,22.318,NA,0.03330,14551.537147,0.02589,13735.443448,NA,NA,iter,0.02589,13735.443448,22.34389,2.925
pct20stif,52329,52329,2646134,0.36265,12.56664,1867.967,63.706,67.924,NA,0.12835,10497.909703,0.10017,10318.053099,NA,NA,iter,0.10017,10318.053099,68.02417,3.620
pdb1HYS,36417,36417,4308348,0.44528,12.41945,2476.973,103.731,96.048,NA,0.11272,17805.523254,0.08620,17180.707388,NA,NA,iter,0.08620,17180.707388,96.13420,5.166
pds-100,156243,514577,1096002,0.74582,62.50425,376.199,110.542,117.97,NA,0.28348,9131.744169,0.27599,8663.460860,NA,NA,iter,0.27599,8663.460860,118.24599,2.702
pds-40,66844,217531,466800,0.33139,25.05162,360.608,53.258,50.888,NA,0.12730,8597.426227,0.12558,8039.399704,NA,NA,iter,0.12558,8039.399704,51.01358,2.639
pds-60,99431,336421,719557,0.49977,40.06699,368.580,81.301,72.117,NA,0.18661,9070.412179,0.18004,8634.649416,NA,NA,iter,0.18004,8634.649416,72.29704,2.776
pds-70,114944,390005,833465,0.56672,46.40728,376.493,92.858,90.179,NA,0.21776,9000.507707,0.21066,8559.518102,NA,NA,iter,0.21066,8559.518102,90.38966,2.690
pds-90,142823,475448,1014136,0.68991,60.46548,376.308,116.357,110.953,NA,0.25807,9262.929578,0.25051,8809.417914,NA,NA,iter,0.25051,8809.417914,111.20351,2.754
PFlow_742,742793,742793,36395668,5.44877,212.83513,1709.982,1482.26,1043.29,NA,1.39039,18850.775333,1.01255,16537.303522,NA,NA,iter,1.01255,16537.303522,1044.30255,5.381
pkustk02,10800,10800,799200,0.08505,4.57683,2405.526,16.649,16.402,NA,0.03852,8011.908543,0.03463,8016.085375,NA,NA,iter,0.03463,8016.085375,16.43663,2.456
pkustk03,63336,63336,3067080,0.36573,23.54045,2146.853,73.525,70.697,NA,0.09294,13918.025269,0.08866,13943.543112,NA,NA,iter,0.08866,13943.543112,70.78566,4.125
pkustk05,37164,37164,2167980,0.30394,10.02650,1826.006,59.671,56.454,NA,0.07600,12788.358640,0.07152,12774.799369,NA,NA,iter,0.07152,12774.799369,56.52552,4.250
pkustk07,16860,16860,2401944,0.32634,6.34001,1884.203,84.006,73.726,NA,0.13949,10884.040617,0.10150,11116.861732,NA,NA,iter,0.10150,11116.861732,73.82750,3.215
pkustk08,22209,22209,3204462,0.44071,8.74282,1861.414,108.967,100.234,NA,0.16312,12670.432594,0.11982,12817.707101,NA,NA,iter,0.11982,12817.707101,100.35382,3.678
pkustk10,80676,80676,4228308,0.48703,25.36411,2222.524,108.095,91.936,NA,0.12628,13849.627168,0.12206,13368.858582,NA,NA,iter,0.12206,13368.858582,92.05806,3.990
pkustk12,94653,94653,7417664,0.98580,84.01101,1926.266,210.732,316.086,NA,1.12937,3837.707918,0.75827,4578.571124,NA,NA,iter,0.75827,4578.571124,316.84427,1.300
pkustk14,151926,151926,14684578,2.17655,53.90595,1727.159,520.053,405.309,NA,0.47516,18403.551614,0.36938,17760.035061,NA,NA,iter,0.36938,17760.035061,405.67838,5.892
pli,22695,22695,1327614,0.23927,5.62979,1420.459,53.166,51.872,NA,0.06248,15761.389973,0.04905,14293.110194,NA,NA,iter,0.04905,14293.110194,51.92105,4.878
poisson3Da,13514,13514,352762,0.08153,4.25004,1107.686,33.677,33.128,NA,0.07932,7950.839304,0.07786,8066.070321,NA,NA,iter,0.07786,8066.070321,33.20586,1.047
PR02R,161070,161070,8185136,1.20709,45.85740,1735.902,207.638,195.251,NA,0.26167,18718.760662,0.22088,16094.751871,NA,NA,iter,0.22088,16094.751871,195.47188,5.465
preferentialAttachment,100000,100000,999970,0.58051,19.47448,440.982,104.583,103.894,NA,0.87599,2442.063868,0.93059,2296.916686,NA,NA,adj,0.87599,2442.063868,105.45899,0.663
Pres_Poisson,14822,14822,700982,0.07225,4.92933,2483.638,21.395,22.225,NA,0.03750,10800.655543,0.03127,9362.148090,NA,NA,iter,0.03127,9362.148090,22.25627,2.311
psse2,28634,11028,115262,0.05339,3.72451,552.656,5.765,6.623,NA,0.03416,4038.217928,0.03287,4175.950162,NA,NA,iter,0.03287,4175.950162,6.65587,1.624
pwtk,217918,217918,11416506,1.23879,49.76709,2359.259,266.12,266.348,NA,0.31877,14925.384312,0.26530,12148.840451,NA,NA,iter,0.26530,12148.840451,266.61330,4.669
qa8fm,66127,66127,1594452,0.25825,13.57861,1580.543,74.025,67.062,NA,0.10654,16310.034510,0.08794,15476.105833,NA,NA,iter,0.08794,15476.105833,67.14994,2.937
raefsky3,21200,21200,1488768,0.14395,6.22559,2647.640,23.228,23.365,NA,0.03453,12312.482649,0.03254,11758.991310,NA,NA,iter,0.03254,11758.991310,23.39754,4.424
rail_20209,20209,20209,119024,0.06365,3.77617,478.700,10.925,10.067,NA,0.02589,7439.240729,0.02554,7382.839114,NA,NA,iter,0.02554,7382.839114,10.09254,2.492
Raj1,263743,263743,1302464,0.73838,56.41806,451.570,95.935,674.863,NA,6.32662,335.691479,6.37010,319.243813,NA,NA,adj,6.32662,335.691479,102.26162,0.117
rajat10,30202,30202,100202,0.08598,5.28375,298.362,9.279,8.847,NA,0.03983,6241.233852,0.03779,6080.000124,NA,NA,iter,0.03779,6080.000124,8.88479,2.275
rajat15,37261,37261,443573,0.17949,7.12527,632.663,31.326,35.864,NA,0.46236,1434.360917,0.44374,1316.287447,NA,NA,iter,0.44374,1316.287447,36.30774,0.404
rajat17,94294,94294,641159,0.32006,23.11277,512.829,43.431,262.629,NA,4.29277,237.204683,4.29052,220.038374,NA,NA,iter,4.29052,220.038374,266.91952,0.075
rajat20,86916,86916,605045,0.29639,19.31117,522.597,43.757,300.949,NA,4.31278,220.255006,4.30698,204.011379,NA,NA,iter,4.30698,204.011379,305.25598,0.069
rajat21,411676,411676,1893370,1.05441,112.54718,459.690,134.844,4811.47,NA,17.74291,159.438017,17.68774,155.137150,NA,NA,iter,17.68774,155.137150,4829.15774,0.060
rajat23,110355,110355,556938,0.28549,25.15948,499.406,45.951,45.83,NA,0.59091,1474.624424,0.62564,1262.024981,NA,NA,adj,0.59091,1474.624424,46.54191,0.483
rajat25,87190,87190,607235,0.29655,18.96221,524.196,42.296,254.039,NA,4.31385,219.858806,4.29998,204.557060,NA,NA,iter,4.29998,204.557060,258.33898,0.069
rajat28,87190,87190,607235,0.29712,19.03452,523.190,43.295,256.863,NA,4.31604,219.747188,4.29212,204.931867,NA,NA,iter,4.29212,204.931867,261.15512,0.069
rajat29,643994,643994,4866270,1.88219,314.05609,661.869,509.114,370653,NA,61.74028,128.250529,61.66754,123.139162,NA,NA,iter,61.66754,123.139162,370714.66754,0.031
rajat31,4690002,4690002,20316253,9.51871,1093.19080,546.393,2847.22,1438.97,NA,4.22271,9099.972580,3.97623,8985.215820,NA,NA,iter,3.97623,8985.215820,1442.94623,2.394
rel8,345688,12347,821839,0.43250,23.98289,486.456,56.105,57.279,NA,0.15397,6746.827971,0.15395,6713.742011,NA,NA,iter,0.15395,6713.742011,57.43295,2.809
relat8,345688,12347,1334038,0.48777,24.53619,700.150,93.636,99.645,NA,0.24730,6991.900365,0.24709,6964.144276,NA,NA,iter,0.24709,6964.144276,99.89209,1.974
relat9,12360060,549336,38955420,22.29981,937.12012,447.205,2949.49,3034.42,NA,8.35435,6773.188232,8.33821,6756.257636,NA,NA,iter,8.33821,6756.257636,3042.75821,2.674
RFdevice,74104,74104,365580,0.20517,12.03051,456.154,26.087,28.255,NA,0.20224,3072.485935,0.17265,3538.789870,NA,NA,iter,0.17265,3538.789870,28.42765,1.188
rgg_n_2_16_s0,65536,65536,684254,0.21049,12.00548,832.183,77.805,76.286,NA,0.09202,13504.028531,0.09210,13477.148843,NA,NA,adj,0.09202,13504.028531,77.89702,2.287
rgg_n_2_18_s0,262144,262144,3094566,0.83067,45.41818,953.702,315.959,361.01,NA,0.37745,15963.971637,0.37720,15960.300445,NA,NA,iter,0.37720,15960.300445,361.38720,2.202
rgg_n_2_19_s0,524288,524288,6539532,1.81002,102.82837,924.917,682.92,683.322,NA,0.77692,16746.644548,0.77671,16739.664643,NA,NA,iter,0.77671,16739.664643,684.09871,2.330
rgg_n_2_21_s0,2097152,2097152,28975990,7.87300,420.65729,942.189,3455.38,4269.05,NA,3.30183,17949.044626,3.29746,17961.182433,NA,NA,iter,3.29746,17961.182433,4272.34746,2.388
ri2010,25181,25181,125750,0.08857,4.47580,363.455,12.706,14.393,NA,0.03627,7200.451799,0.03494,7409.144406,NA,NA,iter,0.03494,7409.144406,14.42794,2.535
rlfprim,58866,62716,320591,0.13765,10.93212,596.249,20.969,20.293,NA,0.10463,4442.696912,0.09441,4544.902210,NA,NA,iter,0.09441,4544.902210,20.38741,1.458
RM07R,381689,381689,37464962,6.74691,134.90231,1421.545,1000.58,1041.69,NA,1.07000,20190.238248,0.91208,19477.929772,NA,NA,iter,0.91208,19477.929772,1042.60208,7.397
roadNet-CA,1971281,1971281,5533214,4.00181,306.41846,353.965,515.703,536.225,NA,1.59642,6578.822258,1.59442,6578.714495,NA,NA,iter,1.59442,6578.714495,537.81942,2.510
roadNet-TX,1393383,1393383,3843320,2.82507,237.14070,348.271,366.976,378.188,NA,1.11669,6698.749071,1.11837,6682.478931,NA,NA,adj,1.11669,6698.749071,368.09269,2.530
route,20894,43019,206782,0.11837,5.77725,447.193,19.552,19.965,NA,1.31441,333.586779,1.32278,297.189918,NA,NA,adj,1.31441,333.586779,20.86641,0.090
s3dkq4m2,90449,90449,4730442,0.49922,20.82074,2425.768,91.001,83.242,NA,0.12208,15871.431000,0.10600,12195.363612,NA,NA,iter,0.10600,12195.363612,83.34800,4.710
s4dkt3m2,90449,90449,3663012,0.42902,19.11539,2185.777,76.486,88.255,NA,0.11488,14490.065099,0.09474,11728.491557,NA,NA,iter,0.09474,11728.491557,88.34974,4.528
sc205-2r,35213,62423,123239,0.09044,8.22174,348.855,7.784,8.2,NA,0.03774,5731.524852,0.03762,5750.244908,NA,NA,iter,0.03762,5750.244908,8.23762,2.404
scagr7-2r,32847,46679,120141,0.08423,6.97633,365.126,7.306,6.943,NA,0.03602,5699.602027,0.03330,5527.183132,NA,NA,iter,0.03330,5527.183132,6.97630,2.529
scfxm1-2r,37980,65943,221388,0.13255,9.36396,427.592,18.401,18.734,NA,0.05083,7774.024630,0.05130,7292.295461,NA,NA,adj,0.05083,7774.024630,18.45183,2.608
sctap1-2r,28830,63426,186366,0.10033,8.19193,475.521,14.248,13.453,NA,0.03742,8727.750688,0.03740,8837.677740,NA,NA,iter,0.03740,8837.677740,13.49040,2.683
Serena,1391349,1391349,63140352,9.91809,469.56747,1629.741,2225.96,2139.64,NA,2.88080,14667.008287,2.28245,14568.042836,NA,NA,iter,2.28245,14568.042836,2141.92245,4.345
sgpf5y6,246077,312540,831976,0.71938,45.21456,296.068,87.451,87.305,NA,0.26482,9388.000643,0.25418,9032.503274,NA,NA,iter,0.25418,9032.503274,87.55918,2.830
shallow_water2,81920,81920,245760,0.17658,12.97773,356.298,14.051,14.988,NA,0.07135,4702.893663,0.06965,4817.406570,NA,NA,iter,0.06965,4817.406570,15.05765,2.535
shar_te2-b3,200200,200200,800800,0.49121,31.74330,417.343,61.056,63.139,NA,0.18563,7518.976087,0.18895,7386.256283,NA,NA,adj,0.18563,7518.976087,61.24163,2.646
ship_001,34920,34920,4609310,0.61059,11.63033,1932.528,101.736,106.603,NA,0.12112,16984.511723,0.10338,17085.579164,NA,NA,iter,0.10338,17085.579164,106.70638,5.906
